complaint_id,order_id,complaint_type,resolution_time
3925,97685,Late Delivery,31
3926,72202,Cold Food,48
3927,121,Cold Food,67
3928,89753,Wrong Item,24
3929,68777,Cold Food,71
3930,8513,Missing Item,1
3931,43784,Late Delivery,15
3932,29678,Wrong Item,4
3933,88873,Missing Item,53
3934,93949,Missing Item,67
3935,43179,Late Delivery,24
3936,74485,Cold Food,17
3937,79293,Cold Food,33
3938,46531,Late Delivery,26
3939,18007,Cold Food,11
3940,67274,Cold Food,2
3941,67753,Missing Item,8
3942,34836,Cold Food,50
3943,92551,Missing Item,67
3944,42895,Wrong Item,53
3945,76347,Missing Item,31
3946,19232,Cold Food,37
3947,71981,Late Delivery,20
3948,94310,Cold Food,35
3949,26179,Missing Item,70
3950,32379,Missing Item,18
3951,1949,Wrong Item,40
3952,55284,Cold Food,34
3953,31577,Cold Food,44
3954,8259,Late Delivery,42
3955,47700,Wrong Item,53
3956,98422,Late Delivery,28
3957,30127,Cold Food,62
3958,95793,Wrong Item,43
3959,8148,Wrong Item,40
3960,97401,Late Delivery,13
3961,10328,Late Delivery,38
3962,31672,Wrong Item,52
3963,15611,Cold Food,29
3964,72695,Late Delivery,31
3965,94356,Wrong Item,40
3966,83476,Late Delivery,19
3967,56328,Cold Food,43
3968,18934,Wrong Item,40
3969,45925,Late Delivery,39
3970,88387,Cold Food,43
3971,67953,Missing Item,70
3972,2367,Cold Food,52
3973,11525,Late Delivery,65
3974,74860,Late Delivery,5
3975,55440,Wrong Item,31
3976,58073,Cold Food,50
3977,44491,Missing Item,19
3978,27138,Missing Item,67
3979,50536,Cold Food,5
3980,76801,Late Delivery,69
3981,37114,Cold Food,3
3982,38704,Missing Item,10
3983,74428,Missing Item,42
3984,42765,Wrong Item,68
3985,39962,Missing Item,60
3986,1989,Cold Food,69
3987,57388,Missing Item,22
3988,72671,Wrong Item,66
3989,83774,Late Delivery,33
3990,88340,Wrong Item,1
3991,61587,Cold Food,6
3992,27975,Late Delivery,10
3993,63814,Cold Food,5
3994,58440,Late Delivery,56
3995,66336,Missing Item,29
3996,10809,Wrong Item,25
3997,47440,Missing Item,35
3998,66004,Late Delivery,43
3999,95775,Wrong Item,24
4000,77964,Missing Item,23
4001,77634,Late Delivery,34
4002,90070,Wrong Item,67
4003,47388,Wrong Item,63
4004,73975,Cold Food,34
4005,30779,Wrong Item,23
4006,67688,Late Delivery,36
4007,17878,Missing Item,58
4008,90076,Missing Item,16
4009,80007,Missing Item,39
4010,1725,Late Delivery,34
4011,55495,Wrong Item,35
4012,28257,Missing Item,61
4013,99515,Wrong Item,9
4014,95730,Wrong Item,37
4015,66229,Wrong Item,70
4016,61492,Cold Food,16
4017,24173,Wrong Item,22
4018,10717,Wrong Item,31
4019,65527,Cold Food,19
4020,23764,Cold Food,41
4021,37668,Missing Item,58
4022,47415,Wrong Item,23
4023,83150,Missing Item,36
4024,82344,Missing Item,17
4025,71871,Cold Food,14
4026,5712,Late Delivery,64
4027,16363,Wrong Item,46
4028,52313,Wrong Item,7
4029,53438,Cold Food,11
4030,33364,Late Delivery,18
4031,54235,Cold Food,61
4032,35117,Missing Item,9
4033,85964,Missing Item,49
4034,44963,Missing Item,56
4035,64092,Late Delivery,5
4036,96296,Missing Item,29
4037,3607,Late Delivery,27
4038,9952,Wrong Item,15
4039,16556,Cold Food,61
4040,34142,Missing Item,38
4041,16583,Wrong Item,44
4042,57243,Cold Food,6
4043,39683,Wrong Item,59
4044,7870,Cold Food,53
4045,17535,Cold Food,16
4046,32214,Wrong Item,27
4047,23487,Late Delivery,58
4048,82078,Late Delivery,63
4049,34775,Late Delivery,41
4050,76714,Wrong Item,61
4051,74732,Wrong Item,71
4052,72726,Wrong Item,69
4053,8096,Late Delivery,3
4054,88095,Late Delivery,2
4055,47321,Late Delivery,55
4056,65019,Cold Food,56
4057,94568,Wrong Item,25
4058,95853,Late Delivery,8
4059,45688,Missing Item,64
4060,9244,Cold Food,64
4061,57345,Missing Item,50
4062,97296,Wrong Item,25
4063,21748,Missing Item,44
4064,63540,Missing Item,15
4065,65528,Cold Food,41
4066,73076,Wrong Item,59
4067,95832,Missing Item,22
4068,44689,Wrong Item,26
4069,33450,Wrong Item,20
4070,30236,Missing Item,12
4071,93129,Late Delivery,36
4072,15385,Wrong Item,21
4073,49448,Missing Item,46
4074,99382,Cold Food,18
4075,40099,Missing Item,64
4076,44195,Late Delivery,38
4077,49354,Late Delivery,9
4078,29647,Missing Item,8
4079,81201,Cold Food,28
4080,18269,Wrong Item,3
4081,8251,Cold Food,11
4082,18085,Wrong Item,62
4083,583,Cold Food,23
4084,63576,Wrong Item,70
4085,94427,Missing Item,36
4086,66975,Missing Item,1
4087,21753,Wrong Item,49
4088,46052,Wrong Item,30
4089,1068,Missing Item,2
4090,77225,Late Delivery,44
4091,62834,Late Delivery,61
4092,86898,Missing Item,13
4093,87820,Late Delivery,22
4094,15895,Wrong Item,1
4095,8112,Wrong Item,63
4096,52813,Missing Item,4
4097,25530,Late Delivery,36
4098,68235,Late Delivery,7
4099,5204,Wrong Item,55
4100,84970,Late Delivery,49
4101,53495,Late Delivery,67
4102,57381,Late Delivery,11
4103,59530,Wrong Item,67
4104,38283,Late Delivery,26
4105,8750,Wrong Item,2
4106,62243,Late Delivery,65
4107,95962,Missing Item,13
4108,73647,Late Delivery,26
4109,5286,Missing Item,11
4110,89766,Late Delivery,43
4111,58592,Wrong Item,35
4112,79862,Late Delivery,22
4113,76524,Wrong Item,59
4114,70610,Wrong Item,31
4115,10123,Cold Food,50
4116,67976,Wrong Item,15
4117,19226,Wrong Item,50
4118,57093,Late Delivery,71
4119,20623,Late Delivery,34
4120,45983,Wrong Item,10
4121,97731,Wrong Item,32
4122,97359,Late Delivery,70
4123,45971,Cold Food,65
4124,14151,Cold Food,2
4125,19491,Late Delivery,66
4126,90046,Missing Item,1
4127,9285,Missing Item,41
4128,82555,Late Delivery,24
4129,29385,Missing Item,8
4130,79898,Wrong Item,64
4131,92323,Cold Food,28
4132,19229,Late Delivery,14
4133,49160,Wrong Item,31
4134,33435,Cold Food,58
4135,64870,Cold Food,35
4136,87287,Missing Item,9
4137,93533,Late Delivery,52
4138,38469,Wrong Item,30
4139,64946,Wrong Item,40
4140,70808,Late Delivery,21
4141,43999,Late Delivery,64
4142,49970,Cold Food,21
4143,32498,Cold Food,27
4144,61513,Missing Item,49
4145,83134,Missing Item,62
4146,54854,Missing Item,29
4147,46399,Late Delivery,3
4148,29935,Late Delivery,52
4149,64654,Cold Food,26
4150,1842,Wrong Item,22
4151,69899,Late Delivery,41
4152,44567,Cold Food,9
4153,33439,Missing Item,34
4154,91138,Cold Food,33
4155,18142,Cold Food,43
4156,34332,Cold Food,42
4157,82666,Cold Food,32
4158,38070,Wrong Item,18
4159,27897,Wrong Item,11
4160,78159,Cold Food,16
4161,81149,Missing Item,3
4162,86544,Cold Food,54
4163,7669,Wrong Item,21
4164,14449,Cold Food,48
4165,49274,Cold Food,27
4166,68798,Late Delivery,32
4167,7361,Cold Food,62
4168,47829,Late Delivery,47
4169,68374,Late Delivery,47
4170,18789,Cold Food,48
4171,83157,Cold Food,70
4172,79219,Late Delivery,27
4173,17452,Late Delivery,45
4174,46010,Cold Food,24
4175,8729,Missing Item,24
4176,28406,Cold Food,16
4177,42310,Cold Food,23
4178,20615,Missing Item,30
4179,40006,Late Delivery,22
4180,8030,Late Delivery,8
4181,55990,Cold Food,56
4182,96964,Late Delivery,61
4183,16023,Wrong Item,60
4184,93193,Cold Food,56
4185,86995,Late Delivery,46
4186,57543,Wrong Item,52
4187,47334,Wrong Item,28
4188,74126,Wrong Item,21
4189,12784,Cold Food,68
4190,30282,Wrong Item,39
4191,74111,Wrong Item,41
4192,99486,Wrong Item,36
4193,81282,Wrong Item,47
4194,38816,Missing Item,33
4195,93900,Late Delivery,5
4196,5975,Late Delivery,2
4197,98787,Cold Food,70
4198,9683,Late Delivery,19
4199,1786,Missing Item,13
4200,38289,Late Delivery,68
4201,59065,Wrong Item,27
4202,44719,Wrong Item,23
4203,26108,Missing Item,66
4204,60237,Missing Item,48
4205,20631,Cold Food,22
4206,66416,Cold Food,15
4207,63427,Missing Item,56
4208,11811,Late Delivery,23
4209,85796,Late Delivery,11
4210,45021,Wrong Item,55
4211,46859,Wrong Item,9
4212,70366,Cold Food,25
4213,48053,Late Delivery,18
4214,3875,Cold Food,38
4215,38858,Missing Item,33
4216,97611,Wrong Item,58
4217,12000,Wrong Item,8
4218,7269,Late Delivery,63
4219,14560,Cold Food,25
4220,41593,Late Delivery,24
4221,81734,Missing Item,34
4222,97667,Late Delivery,57
4223,63566,Late Delivery,46
4224,37454,Wrong Item,54
4225,91078,Cold Food,58
4226,5251,Cold Food,42
4227,69988,Cold Food,67
4228,10513,Cold Food,23
4229,41390,Missing Item,39
4230,58194,Cold Food,20
4231,77212,Missing Item,16
4232,45673,Missing Item,22
4233,97636,Cold Food,42
4234,18915,Missing Item,18
4235,6465,Wrong Item,31
4236,90072,Missing Item,36
4237,95720,Late Delivery,15
4238,92792,Late Delivery,60
4239,51154,Cold Food,15
4240,47035,Late Delivery,17
4241,83114,Wrong Item,11
4242,53949,Cold Food,67
4243,69031,Missing Item,21
4244,58755,Late Delivery,27
4245,98336,Late Delivery,4
4246,91178,Late Delivery,63
4247,15035,Wrong Item,21
4248,11297,Wrong Item,15
4249,10577,Cold Food,53
4250,85093,Wrong Item,20
4251,91247,Missing Item,48
4252,46331,Missing Item,57
4253,33283,Wrong Item,21
4254,6267,Missing Item,3
4255,82367,Wrong Item,53
4256,16086,Wrong Item,50
4257,96411,Late Delivery,1
4258,69347,Wrong Item,56
4259,6062,Missing Item,67
4260,48770,Cold Food,40
4261,45692,Missing Item,1
4262,94446,Cold Food,69
4263,71511,Late Delivery,66
4264,92528,Late Delivery,51
4265,28874,Wrong Item,55
4266,45676,Cold Food,41
4267,24206,Wrong Item,33
4268,60908,Late Delivery,24
4269,13244,Cold Food,2
4270,79363,Missing Item,37
4271,6290,Missing Item,53
4272,95391,Missing Item,38
4273,40520,Late Delivery,57
4274,77731,Cold Food,50
4275,18596,Cold Food,22
4276,70751,Cold Food,35
4277,87836,Wrong Item,11
4278,5602,Cold Food,14
4279,71002,Wrong Item,1
4280,14218,Late Delivery,56
4281,69074,Late Delivery,59
4282,17820,Wrong Item,45
4283,73740,Missing Item,26
4284,45862,Late Delivery,14
4285,65469,Late Delivery,22
4286,45097,Missing Item,34
4287,32756,Cold Food,1
4288,14859,Missing Item,3
4289,48917,Wrong Item,8
4290,24358,Late Delivery,52
4291,37318,Late Delivery,19
4292,67775,Cold Food,14
4293,41485,Wrong Item,43
4294,86478,Wrong Item,48
4295,85105,Missing Item,66
4296,40425,Cold Food,29
4297,35828,Late Delivery,16
4298,44296,Late Delivery,9
4299,88228,Missing Item,65
4300,50738,Late Delivery,26
4301,94663,Missing Item,20
4302,95336,Missing Item,42
4303,31495,Cold Food,61
4304,37202,Late Delivery,34
4305,17971,Missing Item,42
4306,95402,Late Delivery,16
4307,48926,Missing Item,61
4308,11083,Late Delivery,59
4309,35620,Wrong Item,9
4310,1193,Cold Food,55
4311,80285,Wrong Item,64
4312,50157,Late Delivery,19
4313,67852,Late Delivery,69
4314,29730,Missing Item,61
4315,84964,Missing Item,15
4316,16664,Wrong Item,25
4317,14735,Missing Item,57
4318,31545,Late Delivery,12
4319,88118,Cold Food,48
4320,12453,Wrong Item,63
4321,66579,Wrong Item,24
4322,37280,Late Delivery,46
4323,27141,Wrong Item,52
4324,78599,Wrong Item,66
4325,72905,Late Delivery,50
4326,58301,Missing Item,12
4327,18260,Cold Food,21
4328,60370,Missing Item,11
4329,36187,Late Delivery,43
4330,68938,Wrong Item,62
4331,64468,Missing Item,55
4332,33519,Cold Food,37
4333,62792,Missing Item,57
4334,86703,Cold Food,1
4335,86729,Cold Food,23
4336,52198,Wrong Item,26
4337,53056,Wrong Item,52
4338,13887,Cold Food,67
4339,73600,Wrong Item,49
4340,88365,Missing Item,38
4341,36950,Cold Food,33
4342,28087,Late Delivery,26
4343,23346,Missing Item,64
4344,55330,Wrong Item,21
4345,51444,Wrong Item,12
4346,99342,Cold Food,27
4347,31845,Cold Food,21
4348,45936,Late Delivery,30
4349,10527,Cold Food,51
4350,20781,Missing Item,58
4351,34376,Wrong Item,8
4352,73511,Wrong Item,66
4353,79269,Missing Item,12
4354,7129,Missing Item,60
4355,91893,Wrong Item,9
4356,98452,Cold Food,16
4357,40711,Late Delivery,49
4358,44122,Missing Item,68
4359,1705,Missing Item,69
4360,57864,Missing Item,2
4361,83958,Cold Food,45
4362,26468,Wrong Item,3
4363,36041,Wrong Item,51
4364,91128,Late Delivery,64
4365,52183,Missing Item,64
4366,35350,Late Delivery,21
4367,46140,Missing Item,37
4368,51509,Cold Food,17
4369,59507,Wrong Item,49
4370,77345,Wrong Item,13
4371,43042,Late Delivery,52
4372,89645,Late Delivery,18
4373,2667,Wrong Item,27
4374,21287,Cold Food,43
4375,4527,Late Delivery,38
4376,61312,Late Delivery,10
4377,51894,Wrong Item,24
4378,87539,Cold Food,35
4379,592,Late Delivery,47
4380,1556,Missing Item,1
4381,40919,Late Delivery,42
4382,59196,Cold Food,66
4383,80549,Missing Item,7
4384,17520,Missing Item,66
4385,32203,Wrong Item,33
4386,77136,Late Delivery,62
4387,99628,Wrong Item,18
4388,99493,Missing Item,63
4389,52486,Missing Item,65
4390,55616,Cold Food,15
4391,19382,Missing Item,44
4392,18104,Cold Food,6
4393,4193,Missing Item,65
4394,24026,Cold Food,69
4395,15630,Late Delivery,20
4396,24944,Missing Item,51
4397,7707,Cold Food,10
4398,59199,Late Delivery,44
4399,53410,Wrong Item,23
4400,54004,Cold Food,65
4401,62835,Wrong Item,25
4402,58347,Late Delivery,65
4403,86111,Wrong Item,59
4404,75555,Missing Item,38
4405,90136,Missing Item,45
4406,54152,Late Delivery,29
4407,57790,Cold Food,65
4408,6865,Wrong Item,15
4409,95193,Missing Item,53
4410,19272,Wrong Item,52
4411,7921,Cold Food,22
4412,26701,Wrong Item,53
4413,67769,Cold Food,1
4414,181,Cold Food,24
4415,59371,Wrong Item,52
4416,52509,Late Delivery,35
4417,79229,Late Delivery,67
4418,3309,Missing Item,2
4419,79124,Missing Item,56
4420,50200,Cold Food,34
4421,33111,Cold Food,58
4422,65899,Wrong Item,67
4423,95396,Missing Item,26
4424,85719,Cold Food,48
4425,95829,Cold Food,40
4426,42172,Wrong Item,30
4427,19634,Cold Food,22
4428,55418,Wrong Item,41
4429,514,Wrong Item,31
4430,22133,Late Delivery,42
4431,80036,Missing Item,13
4432,52165,Cold Food,6
4433,14303,Cold Food,9
4434,86,Wrong Item,11
4435,37319,Late Delivery,68
4436,72035,Missing Item,16
4437,12845,Missing Item,59
4438,21078,Missing Item,59
4439,24503,Wrong Item,16
4440,13472,Cold Food,11
4441,83516,Cold Food,31
4442,89657,Late Delivery,8
4443,44478,Missing Item,31
4444,78749,Missing Item,49
4445,58061,Wrong Item,71
4446,14844,Missing Item,56
4447,8117,Late Delivery,68
4448,68682,Cold Food,29
4449,12901,Wrong Item,31
4450,82384,Cold Food,71
4451,74688,Cold Food,20
4452,64250,Late Delivery,33
4453,24730,Missing Item,31
4454,18000,Late Delivery,31
4455,30847,Missing Item,19
4456,47788,Wrong Item,24
4457,3504,Late Delivery,10
4458,10828,Cold Food,56
4459,8817,Wrong Item,69
4460,76288,Cold Food,40
4461,87347,Wrong Item,13
4462,95413,Late Delivery,33
4463,37070,Missing Item,48
4464,5099,Late Delivery,13
4465,49322,Cold Food,66
4466,1749,Late Delivery,64
4467,96470,Late Delivery,20
4468,2587,Cold Food,1
4469,50057,Late Delivery,56
4470,1381,Wrong Item,69
4471,67337,Wrong Item,8
4472,21338,Cold Food,27
4473,23576,Wrong Item,43
4474,85204,Wrong Item,49
4475,70711,Wrong Item,35
4476,19233,Wrong Item,15
4477,76118,Wrong Item,16
4478,33991,Wrong Item,24
4479,95644,Cold Food,22
4480,7045,Wrong Item,26
4481,90560,Late Delivery,4
4482,22795,Late Delivery,14
4483,57715,Wrong Item,14
4484,68330,Missing Item,62
4485,93691,Late Delivery,12
4486,64573,Missing Item,53
4487,46371,Missing Item,27
4488,44018,Late Delivery,19
4489,43594,Missing Item,66
4490,62328,Missing Item,17
4491,80314,Cold Food,16
4492,63479,Late Delivery,20
4493,19825,Late Delivery,28
4494,8488,Wrong Item,18
4495,40861,Late Delivery,18
4496,60273,Wrong Item,8
4497,40686,Wrong Item,60
4498,25589,Late Delivery,3
4499,72564,Late Delivery,3
4500,99670,Missing Item,53
4501,74678,Missing Item,24
4502,39032,Cold Food,59
4503,85143,Wrong Item,7
4504,42245,Missing Item,55
4505,11248,Wrong Item,32
4506,63996,Missing Item,21
4507,63984,Missing Item,61
4508,75722,Wrong Item,40
4509,22776,Cold Food,29
4510,91438,Wrong Item,6
4511,61772,Wrong Item,20
4512,35019,Cold Food,20
4513,20028,Cold Food,14
4514,11512,Wrong Item,53
4515,98716,Wrong Item,67
4516,41349,Late Delivery,43
4517,42483,Wrong Item,26
4518,72488,Missing Item,1
4519,90610,Cold Food,59
4520,74354,Wrong Item,1
4521,69465,Missing Item,37
4522,79816,Wrong Item,21
4523,84134,Late Delivery,58
4524,49078,Missing Item,40
4525,26797,Missing Item,36
4526,93980,Late Delivery,45
4527,97166,Wrong Item,17
4528,20617,Missing Item,62
4529,4117,Late Delivery,16
4530,78500,Missing Item,34
4531,28641,Late Delivery,53
4532,80787,Missing Item,16
4533,31127,Wrong Item,38
4534,12573,Late Delivery,70
4535,36440,Late Delivery,2
4536,23850,Late Delivery,9
4537,85412,Late Delivery,54
4538,33673,Missing Item,8
4539,1557,Wrong Item,39
4540,57204,Missing Item,11
4541,88258,Missing Item,42
4542,78628,Wrong Item,68
4543,64518,Wrong Item,18
4544,99170,Cold Food,57
4545,90243,Wrong Item,68
4546,47506,Cold Food,69
4547,39881,Missing Item,40
4548,35365,Cold Food,56
4549,40877,Wrong Item,65
4550,94001,Wrong Item,9
4551,19843,Cold Food,34
4552,81961,Cold Food,17
4553,62148,Wrong Item,34
4554,69057,Wrong Item,6
4555,46982,Missing Item,52
4556,80535,Cold Food,43
4557,19221,Missing Item,66
4558,88037,Wrong Item,57
4559,75708,Missing Item,45
4560,36799,Wrong Item,56
4561,30266,Late Delivery,61
4562,56177,Wrong Item,49
4563,30027,Wrong Item,24
4564,6775,Cold Food,68
4565,91439,Late Delivery,4
4566,70557,Wrong Item,66
4567,69558,Cold Food,37
4568,20954,Wrong Item,20
4569,17527,Late Delivery,47
4570,27330,Late Delivery,54
4571,83474,Late Delivery,25
4572,47561,Missing Item,32
4573,50636,Wrong Item,44
4574,99081,Missing Item,18
4575,85936,Cold Food,10
4576,71219,Cold Food,12
4577,4142,Late Delivery,18
4578,84753,Late Delivery,33
4579,50521,Late Delivery,52
4580,20429,Cold Food,27
4581,22024,Wrong Item,10
4582,47559,Wrong Item,31
4583,13318,Wrong Item,67
4584,20619,Missing Item,36
4585,32531,Late Delivery,13
4586,11506,Missing Item,40
4587,5259,Cold Food,57
4588,98847,Cold Food,10
4589,5965,Late Delivery,66
4590,15992,Missing Item,22
4591,48719,Missing Item,39
4592,96706,Late Delivery,38
4593,91769,Missing Item,32
4594,8271,Missing Item,36
4595,36570,Late Delivery,12
4596,41339,Cold Food,49
4597,54654,Missing Item,13
4598,65496,Cold Food,44
4599,52444,Cold Food,18
4600,90779,Missing Item,68
4601,88384,Missing Item,70
4602,92850,Cold Food,56
4603,63404,Cold Food,7
4604,47801,Late Delivery,7
4605,6755,Wrong Item,6
4606,17962,Late Delivery,58
4607,88038,Late Delivery,16
4608,40946,Missing Item,48
4609,90441,Missing Item,20
4610,44790,Missing Item,17
4611,36757,Wrong Item,12
4612,96652,Wrong Item,21
4613,15293,Late Delivery,49
4614,42147,Late Delivery,34
4615,65018,Missing Item,31
4616,71760,Wrong Item,61
4617,61246,Cold Food,18
4618,83837,Cold Food,31
4619,35657,Late Delivery,8
4620,35832,Cold Food,69
4621,44217,Late Delivery,37
4622,82468,Missing Item,54
4623,36396,Missing Item,41
4624,18210,Cold Food,38
4625,61383,Cold Food,4
4626,30024,Late Delivery,27
4627,70394,Cold Food,2
4628,36226,Missing Item,66
4629,60297,Missing Item,60
4630,53205,Late Delivery,24
4631,79917,Missing Item,11
4632,78955,Late Delivery,40
4633,13593,Missing Item,63
4634,49964,Late Delivery,16
4635,52113,Cold Food,34
4636,92313,Missing Item,4
4637,8309,Cold Food,15
4638,38678,Late Delivery,16
4639,57121,Late Delivery,24
4640,92620,Late Delivery,11
4641,85670,Late Delivery,42
4642,63030,Cold Food,58
4643,86282,Wrong Item,25
4644,55489,Missing Item,22
4645,27683,Missing Item,39
4646,54014,Wrong Item,38
4647,82080,Late Delivery,43
4648,92137,Wrong Item,39
4649,99918,Wrong Item,42
4650,55956,Cold Food,35
4651,44732,Wrong Item,64
4652,43128,Wrong Item,32
4653,26006,Cold Food,43
4654,43532,Cold Food,29
4655,53238,Late Delivery,67
4656,63882,Late Delivery,54
4657,83494,Missing Item,71
4658,65870,Late Delivery,49
4659,19889,Missing Item,63
4660,64076,Missing Item,69
4661,14941,Cold Food,30
4662,6300,Cold Food,59
4663,23586,Wrong Item,1
4664,27032,Missing Item,61
4665,95604,Wrong Item,67
4666,22172,Wrong Item,13
4667,51091,Wrong Item,70
4668,17687,Late Delivery,27
4669,35786,Cold Food,36
4670,98885,Missing Item,58
4671,75321,Missing Item,5
4672,71874,Wrong Item,42
4673,72108,Missing Item,39
4674,80833,Wrong Item,60
4675,12968,Missing Item,23
4676,9655,Wrong Item,35
4677,47455,Cold Food,26
4678,79008,Missing Item,1
4679,4758,Late Delivery,20
4680,69765,Missing Item,49
4681,71859,Missing Item,71
4682,91307,Late Delivery,63
4683,27297,Missing Item,4
4684,518,Wrong Item,37
4685,98309,Cold Food,26
4686,1167,Missing Item,55
4687,36556,Missing Item,4
4688,41874,Missing Item,11
4689,17913,Cold Food,66
4690,21249,Wrong Item,32
4691,29110,Missing Item,28
4692,17389,Cold Food,16
4693,53512,Late Delivery,38
4694,61026,Cold Food,8
4695,82602,Wrong Item,57
4696,36379,Missing Item,43
4697,73613,Cold Food,33
4698,7116,Cold Food,20
4699,52638,Missing Item,59
4700,39626,Missing Item,5
4701,73820,Cold Food,12
4702,50939,Wrong Item,43
4703,94000,Missing Item,65
4704,69344,Missing Item,9
4705,65562,Late Delivery,23
4706,16563,Cold Food,28
4707,57994,Missing Item,63
4708,49746,Wrong Item,5
4709,5136,Missing Item,67
4710,66249,Late Delivery,44
4711,42877,Missing Item,45
4712,42781,Cold Food,64
4713,64169,Cold Food,37
4714,68714,Cold Food,5
4715,14445,Missing Item,11
4716,40680,Missing Item,23
4717,83279,Missing Item,16
4718,85715,Missing Item,33
4719,72138,Wrong Item,65
4720,20912,Late Delivery,71
4721,93010,Wrong Item,13
4722,5079,Wrong Item,6
4723,6166,Late Delivery,62
4724,11674,Late Delivery,35
4725,24950,Cold Food,61
4726,2559,Cold Food,61
4727,2362,Missing Item,11
4728,85462,Wrong Item,15
4729,96172,Missing Item,61
4730,93272,Late Delivery,33
4731,24926,Missing Item,63
4732,93551,Missing Item,65
4733,75797,Late Delivery,51
4734,16971,Cold Food,9
4735,24461,Late Delivery,5
4736,11696,Wrong Item,40
4737,64726,Late Delivery,68
4738,33205,Missing Item,58
4739,49142,Missing Item,10
4740,97771,Late Delivery,23
4741,58266,Wrong Item,57
4742,84191,Late Delivery,31
4743,94639,Missing Item,33
4744,79256,Cold Food,53
4745,92969,Missing Item,3
4746,98585,Wrong Item,69
4747,98759,Wrong Item,52
4748,69096,Late Delivery,15
4749,10156,Late Delivery,66
4750,97103,Cold Food,26
4751,82285,Wrong Item,54
4752,23438,Cold Food,53
4753,51386,Cold Food,47
4754,30755,Late Delivery,35
4755,8790,Late Delivery,5
4756,61932,Wrong Item,68
4757,44129,Wrong Item,71
4758,54087,Cold Food,17
4759,68670,Late Delivery,43
4760,14947,Wrong Item,55
4761,37699,Late Delivery,14
4762,76150,Cold Food,61
4763,99034,Cold Food,66
4764,26067,Wrong Item,58
4765,92662,Wrong Item,61
4766,68857,Missing Item,23
4767,50380,Late Delivery,61
4768,34108,Cold Food,47
4769,97321,Cold Food,71
4770,20970,Cold Food,59
4771,74133,Cold Food,68
4772,85579,Missing Item,24
4773,25968,Cold Food,5
4774,54143,Cold Food,32
4775,86746,Missing Item,58
4776,90960,Cold Food,28
4777,67244,Missing Item,62
4778,51300,Wrong Item,9
4779,29897,Wrong Item,22
4780,57820,Late Delivery,53
4781,91082,Wrong Item,14
4782,75665,Wrong Item,2
4783,38332,Wrong Item,38
4784,23543,Cold Food,4
4785,56935,Wrong Item,58
4786,19900,Missing Item,65
4787,66065,Cold Food,15
4788,93921,Missing Item,28
4789,44202,Missing Item,56
4790,67032,Cold Food,60
4791,19513,Cold Food,37
4792,64073,Cold Food,64
4793,45685,Wrong Item,70
4794,12254,Late Delivery,21
4795,49149,Late Delivery,30
4796,2953,Wrong Item,55
4797,16280,Late Delivery,43
4798,87449,Late Delivery,52
4799,58160,Missing Item,18
4800,63552,Wrong Item,46
4801,83453,Cold Food,5
4802,41677,Late Delivery,15
4803,49808,Late Delivery,12
4804,63349,Late Delivery,35
4805,78354,Missing Item,51
4806,15643,Missing Item,66
4807,18116,Late Delivery,64
4808,67943,Cold Food,23
4809,17342,Wrong Item,46
4810,52841,Wrong Item,49
4811,27839,Late Delivery,31
4812,61200,Cold Food,41
4813,28648,Cold Food,42
4814,15208,Missing Item,5
4815,74979,Wrong Item,20
4816,82638,Cold Food,30
4817,33006,Late Delivery,44
4818,52419,Cold Food,4
4819,77,Missing Item,66
4820,34639,Late Delivery,57
4821,82027,Wrong Item,61
4822,6375,Wrong Item,40
4823,11713,Missing Item,16
4824,1062,Missing Item,46
4825,51540,Cold Food,10
4826,56377,Wrong Item,36
4827,94690,Wrong Item,1
4828,15752,Wrong Item,5
4829,19994,Wrong Item,26
4830,91199,Cold Food,51
4831,5694,Missing Item,44
4832,7933,Wrong Item,6
4833,34779,Missing Item,46
4834,77040,Wrong Item,51
4835,53319,Late Delivery,30
4836,64668,Missing Item,39
4837,35950,Late Delivery,63
4838,16209,Cold Food,60
4839,72596,Cold Food,54
4840,82025,Late Delivery,40
4841,63680,Cold Food,35
4842,68210,Cold Food,69
4843,19754,Cold Food,42
4844,49619,Wrong Item,68
4845,97481,Missing Item,43
4846,26347,Late Delivery,21
4847,71578,Missing Item,38
4848,61549,Missing Item,13
4849,20322,Wrong Item,71
4850,81643,Missing Item,38
4851,89641,Late Delivery,64
4852,17594,Cold Food,27
4853,79043,Missing Item,63
4854,95011,Wrong Item,55
4855,27376,Cold Food,11
4856,82986,Wrong Item,9
4857,8848,Cold Food,22
4858,38587,Cold Food,48
4859,50743,Wrong Item,31
4860,99972,Wrong Item,16
4861,19471,Cold Food,32
4862,2471,Wrong Item,7
4863,43479,Wrong Item,38
4864,67674,Missing Item,2
4865,72309,Cold Food,34
4866,64111,Late Delivery,34
4867,48096,Late Delivery,56
4868,79937,Cold Food,41
4869,88529,Cold Food,71
4870,5947,Wrong Item,18
4871,22186,Late Delivery,45
4872,80725,Wrong Item,66
4873,79412,Missing Item,16
4874,65405,Cold Food,57
4875,32392,Wrong Item,2
4876,27774,Wrong Item,10
4877,57320,Missing Item,63
4878,63605,Wrong Item,20
4879,42110,Cold Food,55
4880,35490,Wrong Item,62
4881,4692,Missing Item,9
4882,24550,Late Delivery,71
4883,34532,Late Delivery,32
4884,61820,Late Delivery,59
4885,52050,Cold Food,42
4886,84510,Missing Item,52
4887,94997,Wrong Item,1
4888,89834,Missing Item,65
